,index,Unnamed: 0,graph,cnmr,smiles
88,88,88,000002289.pickle,000002289.csv,C1(C(O[H])(C(C2(C(C(C3(C(C(C(=C4C3(C(C(C5(C4(C(C(C(C5([H])[H])([H])[H])(C([H])([H])[H])[H])(C([H])([H])[H])[H])[H])C(OC([H])([H])[H])=O)([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])(C2(C1([H])[H])C([H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H]
89,89,89,000002290.pickle,000002290.csv,C1(=C(C(C(C([H])([H])[H])(O[H])[H])([H])[H])OC(C(=C1O[H])C(C(=C(C([H])([H])[H])C(C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])[H])([H])[H])=O)[H]
90,90,90,000002291.pickle,000002291.csv,C1(OC(C(O[H])([H])[H])(C(O[H])(C(O[H])(C1(O[H])[H])[H])[H])[H])(OC=2C(=C(C=3C(C=4C(OC3C2[H])=C(C(=C(C4OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])=O)[H])OC([H])([H])[H])[H]
91,91,91,000002292.pickle,000002292.csv,C1(C(C(O[H])(C(C(O1)(C(O[H])([H])[H])[H])(O[H])[H])[H])(O[H])[H])(OC(C2(C(C(O[H])(C3(OC(N(C3(O2)[H])C=4C(=C(C(=C(C4[H])[H])[H])[H])O[H])=O)[H])[H])(O[H])[H])[H])([H])[H])[H]
92,92,92,000002293.pickle,000002293.csv,C=1(C(=C2C(C=3C(C(C(=C(C3C(C2=C(C1[H])[H])=O)[H])[H])(C(C(C(C([H])([H])[H])=O)([H])[H])([H])[H])[H])(C([H])([H])[H])C(=O)[H])=O)[H])O[H]
93,93,93,000002294.pickle,000002294.csv,C1(OC23C(C(N(C2=O)[H])(C(C4=C(C(=C(C(=C4[H])[H])[H])[H])[H])([H])[H])[H])(C(C([H])([H])[H])(C(C(O[H])(C3(C(=C(C(C(C([H])([H])[H])(C(C(C(C(C(=C1[H])[H])([H])[H])(O[H])[H])([H])[H])([H])[H])[H])([H])[H])[H])[H])[H])[H])=C([H])[H])[H])[H])=O
94,94,94,000002295.pickle,000002295.csv,C1(C2(C(OC(C2(C3(C(C1([H])[H])([H])[H])C4(C5(C(C(C(C4(O[H])[H])([H])[H])(C(=C([H])[H])C5=O)[H])([H])[H])C(OC3([H])[H])=O)[H])[H])(OC([H])([H])[H])[H])([H])[H])C([H])([H])[H])([H])[H]
95,95,95,000002296.pickle,000002296.csv,C1(C=2C3=C(C1=O)C(C([H])([H])[H])=C(C(=C4N=C(C(=C5N(C(C(=C5C(=C([H])[H])[H])C([H])([H])[H])=C(C6=NC2C(C6(C([H])([H])[H])[H])(C(C(C(O[H])=O)([H])[H])([H])[H])[H])[H])[H])[H])C(C([H])([H])[H])=C4C(C([H])([H])[H])([H])[H])[H])N3[H])(C(=O)OC([H])([H])[H])[H]
96,96,96,000002297.pickle,000002297.csv,C1(C(C2(C(C(C1(O[H])[H])([H])[H])(C([H])([H])[H])O2)C(=C(C(C([H])([H])[H])=O)[H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H]
97,97,97,000002298.pickle,000002298.csv,O(C1(C(C(C2(C([H])([H])[H])C(C1([H])[H])=C(C(C3(C4(C(C(C(C23[H])([H])[H])([H])[H])(C5(C(C([H])([H])[H])(C6(C(C(C(C([H])([H])[H])(C(N6[H])([H])[H])[H])([H])[H])([H])[H])OC5(C4([H])[H])[H])[H])[H])C([H])([H])[H])[H])[H])([H])[H])[H])([H])[H])([H])[H])[H])C7(OC(C(C(O[H])(C7(OC8(C(C(C(C(O8)(C([H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H])[H])(OC9(OC(C(C(C9(OC%10(C(C(C(C(O%10)([H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H])(O[H])[H])(O[H])[H])(C([H])([H])[H])[H])[H])[H])(C(O[H])([H])[H])[H])[H]
98,98,98,000002299.pickle,000002299.csv,C1(OC=2C(=C(C3=C(C2C(=C1[H])[H])OC(C(C3=O)([H])[H])(C4=C(C(=C(C(=C4[H])[H])OC([H])([H])[H])O[H])[H])[H])O[H])[H])(C([H])([H])[H])C([H])([H])[H]
99,99,99,000002300.pickle,000002300.csv,C1(=C(C(C([H])([H])[H])=C([H])[H])OC(C(=C1[H])[H])(C([H])([H])[H])C([H])([H])[H])[H]
100,100,100,000002301.pickle,000002301.csv,C1(C(C(C2(C(=C1[H])C(C(C3(C2(OC(C3(C([H])([H])[H])[H])=O)[H])[H])([H])[H])([H])[H])C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H]
101,101,101,000002302.pickle,000002302.csv,C1(=C(C(=C(C(=C1[H])C(C(C2=C(C(=C(C(=C2[H])[H])[H])OC([H])([H])[H])[H])([H])[H])([H])[H])[H])[H])OC([H])([H])[H])OC([H])([H])[H]
102,102,102,000002303.pickle,000002303.csv,C1(OC(C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])(C#N)[H])(OC(C(OC(C3=C(C(O[H])=C(O[H])C(O[H])=C3[H])[H])=O)([H])[H])(C(C(C1(O[H])[H])(O[H])[H])(O[H])[H])[H])[H]
103,103,103,000002304.pickle,000002304.csv,C1(=C(C(=C(C(C2(C(C(C(=C(C2(C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])C([H])([H])[H])[H])([H])[H])(C=3C(=C(C(=C(C3[H])[H])[H])[H])[H])[H])[H])=O)C(O[H])=C1[H])O[H])[H])O[H]
104,104,104,000002305.pickle,000002305.csv,C1(C(C(C(OC(C([H])([H])[H])=O)([H])[H])(C2(C(C(C3(C(C2(C1([H])[H])C([H])([H])[H])(C(C(C4(C3(C(C(=C4[H])[H])(O[H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])=O)([H])[H]
105,105,105,000002306.pickle,000002306.csv,C1(=C(C(C2(C(C1=O)(C(C3=C(C2([H])[H])C(=C(O3)[H])C([H])([H])[H])([H])[H])C([H])([H])[H])[H])(C([H])([H])[H])[H])[H])[H]
106,106,106,000002307.pickle,000002307.csv,C1(=C(C(C(C2(C([H])([H])[H])C3(C(C(C(C4(C3(C(OC(=O)C([H])([H])[H])([H])[H])C(OC(C([H])([H])[H])=O)(C(O[H])(C2(C([H])([H])[H])[H])[H])[H])C(O4)([H])[H])(O[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])C(=C(O1)[H])[H])[H]
107,107,107,000002308.pickle,000002308.csv,C1(=C(C([H])([H])[H])C(=O)C(OC(=O)C([H])([H])[H])=C(C(C(C(C(C(C(C(C(C(C(C(C(C(C2=C(C(C(=C(C2=O)OC(=O)C([H])([H])[H])C([H])([H])[H])=O)O[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C1=O)O[H]
108,108,108,000002309.pickle,000002309.csv,C(C(=C(C(=C(C(=O)N(C(C(C(=O)C(C([H])([H])[H])(C(N(C(=O)C(=C(C(=C(C(O[H])(C([H])([H])[H])[H])[H])[H])C([H])([H])[H])[H])[H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])[H])[H])C([H])([H])[H])[H])[H])(C([H])([H])[H])(O[H])[H]
109,109,109,000002310.pickle,000002310.csv,C1(C(OC(C([H])([H])[H])=O)(C(=C(C(C1(O[H])C(OC(=O)C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H])(O[H])[H])[H])[H])[H])(O[H])[H]
110,110,110,000002311.pickle,000002311.csv,C1(=C2C(=C(C(C(=C(C(=C(C(N3C(C(C(C3([H])[H])([H])[H])([H])[H])([H])[H])=O)[H])[H])[H])[H])=C1[H])[H])OC(O2)([H])[H])[H]
111,111,111,000002312.pickle,000002312.csv,C1(=C(C(=C(O[H])C(C(C(C(C(C(C(=C(C(C(C(C(C(C(C(C2=C(C(=C(C(=C2[H])[H])[H])O[H])O[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])=C1[H])O[H])[H])[H]
112,112,112,000002313.pickle,000002313.csv,C=1(OC(=C(C(C1OC2(C(OC(C(OC=3C4=C(C(=C5C3C(=C(C(=O)O5)[H])[H])[H])OC(=C4[H])[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])O[H])[H])(C(C(C(O2)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])[H])[H])=O)[H])[H])C([H])([H])[H]
113,113,113,000002314.pickle,000002314.csv,C1(C(C(C2(C3(C(C4=C(C2(C1([H])[H])C(O3)=O)C(=O)C5(C(C(=C(C45[H])C([H])([H])[H])[H])=O)C(C([H])([H])[H])(C([H])([H])[H])[H])(O[H])[H])[H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H]
114,114,114,000002315.pickle,000002315.csv,C1(C(OC2(OC(C(C(C2(O[H])[H])(OS(=O)(O[H])=O)[H])(O[H])[H])([H])[H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C3(C(C1([H])[H])(C([H])([H])[H])C4(C(C(C5(C(C4(C([H])([H])[H])C(C3([H])[H])([H])[H])(C([H])([H])[H])C(C(O[H])(C6(C5(C([H])([H])[H])C(C(C6(C(C([H])([H])[H])=O)C([H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])[H])(O[H])[H])([H])[H])[H])[H])[H])([H])[H]
115,115,115,000002316.pickle,000002316.csv,C1(C(C(O[H])(C([H])([H])[H])C23C(O[H])(C(C(OC(C(C([H])([H])[H])(C([H])([H])[H])[H])=O)(C(OC(=O)C=4C(=C(C(=C(C4[H])[H])[H])[H])[H])(C2(C(OC(C(C(C([H])([H])[H])([H])[H])(C([H])([H])[H])[H])=O)([H])[H])C1(OC(=O)C([H])([H])[H])[H])[H])[H])(C(O3)(C([H])([H])[H])C([H])([H])[H])[H])[H])([H])[H])(OC(=O)C([H])([H])[H])[H]
116,116,116,000002317.pickle,000002317.csv,C=1(C(=C(C(=C(C1[H])O[H])OC([H])([H])[H])[H])C(O[H])(C(OC2=C(C(=C(C(=C2OC([H])([H])[H])[H])C(=C(C(=O)N(C(C(C3=C(C(=C(C(=C3[H])[H])O[H])[H])[H])([H])[H])([H])[H])[H])[H])[H])[H])[H])(C(O[H])([H])[H])[H])[H])[H]
117,117,117,000002318.pickle,000002318.csv,C1(=C(C(=C2C(=C(OC3(OC(C(C(C3(O[H])[H])(O[H])[H])(O[H])[H])(C(O[H])([H])[H])[H])[H])C(C([H])([H])[H])=C(C2=C1[H])[H])[H])C([H])([H])[H])[H])[H]
118,118,118,000002319.pickle,000002319.csv,C=1(C(=C(O[H])C2=C(C1O[H])C(C(=C(C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])C2=O)O[H])=O)[H])[H]
119,119,119,000002320.pickle,000002320.csv,C1(OC(C(O[H])([H])[H])(C(C(O[H])(C1(O[H])[H])[H])(O[H])[H])[H])(OC=2C(=C(C(=C3C2C(=O)C(O[H])=C(C=4C(=C(C(=C(C4[H])O[H])OC5(OC(C(C(O[H])(C5(O[H])[H])[H])(O[H])[H])(C(O[H])([H])[H])[H])[H])[H])[H])O3)[H])O[H])[H])[H]
120,120,120,000002321.pickle,000002321.csv,C1(OC(C(O[H])(C(C1(O[H])[H])(O[H])[H])[H])(C(O[H])([H])[H])[H])(OC=2C(C(C(C(C=3C(=C(C(O[H])=C(C3[H])[H])[H])[H])([H])[H])([H])[H])=O)=C(C(=C(C2[H])OC([H])([H])[H])[H])O[H])[H]
121,121,121,000002322.pickle,000002322.csv,C1(C(C(=C([H])[H])C2(C(C(C(C(C2(C([H])([H])[H])C1(O[H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])([H])[H])O[H])([H])[H])([H])[H]
122,122,122,000002323.pickle,000002323.csv,O1C2=C(C=3C(=C(C(=C(C13)[H])O[H])[H])[H])C(OC4=C2C(=C(C(=C4C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])O[H])[H])[H])([H])[H]
123,123,123,000002324.pickle,000002324.csv,C1(OC(C(C(O[H])(C1(O[H])[H])[H])(O[H])[H])(C(O[H])([H])[H])[H])(OC=2C(=C(C(C(=C(C3=C(C(=C(C(=C3[H])O[H])[H])OC4(C(O[H])(C(C(C(C(O[H])([H])[H])(O4)[H])(O[H])[H])(O[H])[H])[H])[H])[H])[H])[H])=C(C2[H])[H])[H])[H])[H]
124,124,124,000002325.pickle,000002325.csv,C12=C(C=3C(O1)=C4C(=C(C(OC4=C(O[H])C3[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])C(C5=C(O2)C(C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])=C(C(=C5O[H])C(C(C(C([H])([H])[H])(C([H])([H])[H])O[H])([H])[H])([H])[H])O[H])=O
125,125,125,000002326.pickle,000002326.csv,C=1(O[H])C(=C(C=2C(C(C(OC2C1C(C(=C(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])(C=3C(=C(C4=C(C3[H])C(C(C(O4)(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])[H])[H])([H])[H])=O)O[H])[H]
126,126,126,000002327.pickle,000002327.csv,C1(C(OC2(C(C(OC2(C(C(=C(C1([H])[H])[H])[H])([H])[H])[H])(C(=C=C(Br)[H])[H])[H])([H])[H])[H])(C(C([H])([H])[H])([H])[H])[H])(Br)[H]
127,127,127,000002328.pickle,000002328.csv,C1(C(=C(C2(C(C(C(C(C2(C([H])([H])[H])C1(Br)[H])([H])[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])(O[H])[H])[H])C([H])([H])[H])[H])([H])[H]
128,128,128,000002329.pickle,000002329.csv,C=1(C=2OC(OC2C(=C3C4(C=5C(N(C(C13)([H])[H])C4([H])[H])(C(C(C(C5[H])([H])[H])(O[H])[H])(O[H])[H])[H])[H])[H])([H])[H])[H]
129,129,129,000002330.pickle,000002330.csv,C=1(C(C(=C(C(OC(C2(C(C(C(C(OC=3C(C4=C(O[H])C(=C(OC5(C(C(C(C(O5)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])C(=C4OC3C6=C(C(=C(C(=C6[H])O[H])O[H])[H])[H])[H])[H])=O)(O2)[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])([H])[H])=O)[H])[H])=C(C(=C(C1[H])O[H])[H])[H])[H]
130,130,130,000002332.pickle,000002332.csv,C1(C(O[H])(C(C2(C(C(C3(C(C2(C1([H])[H])C([H])([H])[H])(C(C(C4(C5(C(C(C(C34C([H])([H])[H])([H])[H])([H])[H])(C(C(=C(C5(C([H])([H])[H])[H])C(O[H])([H])[H])[H])([H])[H])C([H])([H])[H])[H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H]
131,131,131,000002333.pickle,000002333.csv,C(=C(C1(C(C(=C([H])[H])C(C(C(C([H])([H])[H])(C=2C(C(C3(C(C2[H])(C(C(O3)=O)(O[H])C(O[H])([H])[H])[H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])(C(C=4C(C1([H])[H])(OC(C4C(O[H])([H])[H])=O)[H])([H])[H])[H])C([H])([H])[H])[H])([H])[H]
132,132,132,000002334.pickle,000002334.csv,C=1(C(=C(C([H])([H])[H])C=2C(C1O[H])(C(C3(OC(C(C3(C2[H])[H])(C(O[H])([H])[H])O[H])=O)[H])([H])[H])C(O[H])([H])[H])[H])[H]
133,133,133,000002336.pickle,000002336.csv,C=1(C(=C(C2=C(C1[H])C(C3=C(C(=C(C(=C3O[H])O[H])[H])[H])C2=O)=O)[H])[H])[H]
134,134,134,000002337.pickle,000002337.csv,C1(C(C(C2(C(C1([H])[H])(C3(C(=C(C2([H])[H])[H])C(OC3([H])[H])=O)O[H])C([H])([H])[H])[H])=C([H])[H])(C([H])([H])[H])[H])([H])[H]
135,135,135,000002338.pickle,000002338.csv,C=1(OS([O-])(=O)=O)C(=C(O[H])C=2C(C(=C(OC2C1[H])C=3C(=C(C(=C(C3[H])O[H])O[H])[H])[H])OC([H])([H])[H])=O)OC([H])([H])[H]
136,136,136,000002339.pickle,000002339.csv,C=1(C(OC([H])([H])[H])=C(OC([H])([H])[H])C(OC([H])([H])[H])=C(C1C(=O)OC([H])([H])[H])C2=C(C=3C(C(=C2C(=O)OC([H])([H])[H])[H])=NC=4C(=C(C(=C(C4N3)[H])[H])[H])[H])OC([H])([H])[H])[H]
137,137,137,000002340.pickle,000002340.csv,C1(C(C([H])([H])[H])(C(=C2C(C1(O[H])[H])(C(C(C(=C2[H])[H])(C([H])([H])[H])O[H])(C(C(C(O[H])([H])[H])([H])[H])=O)C([H])([H])[H])[H])[H])[H])([H])[H]
138,138,138,000002341.pickle,000002341.csv,C=1(C(=C(C2=C(C1O[H])C(=O)C=3C(=C(OC3C(C([H])([H])[H])=O)[H])C2=O)[H])[H])[H]
139,139,139,000002342.pickle,000002342.csv,C1(C(C(C(C(C(O[H])([H])[H])(O1)[H])(O[H])[H])(O[H])[H])(O[H])[H])(OC2(C(C(C(C2([H])[H])([H])[H])(O[H])[H])(O[H])[H])C#N)[H]
140,140,140,000002343.pickle,000002343.csv,C1(OC2(C(C(C(C(O2)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])(C3(C(=C(C(C3(C(=C(O1)[H])C(OC([H])([H])[H])=O)[H])(O[H])[H])[H])C(OC(=O)SC([H])([H])[H])([H])[H])[H])[H]
141,141,141,000002344.pickle,000002344.csv,C1(=C(C(C23C(C1=O)(C([H])([H])[H])C4(C(C(OC(C([H])([H])[H])=O)(C2(O3)[H])[H])(C5(C(C(C4([H])[H])([H])[H])(C([H])([H])[H])C(C(C5([H])[H])(OC(C([H])([H])[H])=O)[H])(C(O[H])(C([H])([H])[H])C6(C(C(=C(C(O6)=O)C([H])([H])[H])C([H])([H])[H])([H])[H])[H])[H])[H])[H])[H])(O[H])[H])[H])[H]
142,142,142,000002345.pickle,000002345.csv,C1(C(C(=C(C2(C(C(C(C(C([H])([H])[H])=C1[H])([H])[H])([H])[H])=C(C(OC(C([H])([H])[H])=O)([H])[H])C(=O)O2)[H])[H])C([H])([H])[H])(OC(C(=C(C([H])([H])[H])[H])C([H])([H])[H])=O)[H])([H])[H]
143,143,143,000002346.pickle,000002346.csv,C=1(C(=C(C=2C(=C(C(=C(C2C1OC([H])([H])[H])O[H])C3=C(C4=C(C(=C3[H])[H])C(C(N(C4(C([H])([H])[H])[H])[H])(C([H])([H])[H])[H])([H])[H])O[H])C([H])([H])[H])[H])[H])[H])[H]
144,144,144,000002347.pickle,000002347.csv,C1(C(=C(C([H])([H])[H])C2(C(C(C(C(C(C([H])([H])[H])=C(C(O[H])=O)[H])([H])[H])([H])[H])(C(C(C2([H])[H])([H])[H])(C([H])([H])[H])[H])C([H])([H])[H])(C1([H])[H])[H])C([H])([H])[H])[H])([H])[H]
145,145,145,000002348.pickle,000002348.csv,C1(=C(C(=C(C(=C1[H])C(=O)OC(C2(C(=C(C(=C(C(O2)=O)[H])[H])OC(C([H])([H])[H])=O)[H])[H])([H])[H])[H])[H])[H])[H]
146,146,146,000002349.pickle,000002349.csv,C(C(C1(C(C(=C([H])[H])C([H])([H])[H])(O[H])C(C(C2(C1(C(C(C3(C([H])([H])[H])C2(C([H])([H])[H])C(C(C4(C3(C(C(C4(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])[H])([H])[H])(C(O[H])=O)([H])[H]
147,147,147,000002350.pickle,000002350.csv,C1(C(=O)C(C2(C(C(C3(C(C2(C1([H])[H])C([H])([H])[H])(C(=C(C4=C5C(C(C(C34C([H])([H])[H])([H])[H])([H])[H])(C(C(C(C5([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])C(O[H])=O)[H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H]
148,148,148,000002351.pickle,000002351.csv,C1(OC2(C3(C(C(=C(O2)[H])[H])(C(C(C3(C(=O)O[H])[H])([H])[H])([H])[H])[H])[H])[H])(OC(C(O[H])([H])[H])(C(O[H])(C(C1(O[H])[H])(O[H])[H])[H])[H])[H]
149,149,149,000002352.pickle,000002352.csv,C1(OC(C([H])([H])[H])=O)(C23C(=C(C([H])([H])[H])C(OC(C=4C(=C(C(=C(C4[H])[H])[H])[H])[H])=O)(C(OC(C5=C(C(=C(N=C5[H])[H])[H])[H])=O)(C6(C(C(C(C(C2(C(C1(C([H])([H])[H])[H])([H])[H])O3)=O)(C([H])([H])[H])[H])(OC(=O)C([H])([H])[H])[H])(C6(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H])[H])[H]
150,150,150,000002353.pickle,000002353.csv,C1(=C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])=C2C(=C(C(OC2=C1C([H])([H])[H])=O)C([H])([H])[H])[H])O[H])[H]
151,151,151,000002354.pickle,000002354.csv,C(N(C(C(N(C(C(C(C([H])([H])[H])([H])[H])([H])[H])=O)[H])(C([H])([H])[H])[H])=O)[H])(C(C([H])([H])[H])(O[H])[H])(C(=O)N(C1(C(OC(=O)C(N(C(C(N(C(C(N2C(=O)C(N(C(=O)C(N(C1=O)[H])(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])[H])[H])(C(C(C2(O[H])[H])([H])[H])([H])[H])[H])(C(O[H])(C([H])([H])[H])[H])[H])=O)C([H])([H])[H])(C(C3=C(C(=C(C(=C3[H])Cl)O[H])[H])[H])([H])[H])[H])=O)[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])(C([H])([H])[H])[H])[H])[H])[H]
152,152,152,000002355.pickle,000002355.csv,C1(C(C(C2(C1(C(C3(C(OC(=O)C([H])([H])[H])(C(C2(OC(=O)C([H])([H])[H])[H])(C=4C(C(C(C4C3([H])[H])=O)(C([H])([H])[H])C([H])([H])[H])(OC(C([H])([H])[H])=O)[H])C([H])([H])[H])[H])OC(=O)C([H])([H])[H])(OC(=O)C([H])([H])[H])[H])[H])O[H])([H])[H])(C([H])([H])[H])[H])(OC(=O)C=5C(=C(C(=C(C5[H])[H])[H])[H])[H])[H]
153,153,153,000002356.pickle,000002356.csv,C1(C=2SC(=C(C2[H])[H])[H])=C(C(=C(S1)C#CC(=C([H])[H])[H])[H])[H]
154,154,154,000002357.pickle,000002357.csv,C1(=C(C(=C(C(=C1[H])O[H])O[H])O[H])[H])C(OC2(C(C(C(OC2(OC=3C(=O)C=4C(O[H])=C(C(O[H])=C(C4OC3C=5C(=C(O[H])C(=C(C5[H])O[H])O[H])[H])[H])[H])[H])(C([H])([H])[H])[H])(OC(=O)C([H])([H])[H])[H])(O[H])[H])[H])=O
155,155,155,000002358.pickle,000002358.csv,C1(C(=O)C(C([H])([H])[H])(C(=C(C1=O)C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])(C=2C3=C(C(=O)C(C(O3)(C=4C(=C(C(=C(C4[H])[H])[H])[H])[H])[H])([H])[H])C(=C(C([H])([H])[H])C2O[H])O[H])[H])O[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
156,156,156,000002359.pickle,000002359.csv,C1(C(C(C(C(O1)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])(OC2(C(C(C(C3(C=4C(=C(C(O[H])=C(C4C(O[H])(C(N3C(=O)C([H])([H])[H])([H])[H])[H])[H])O[H])[H])[H])([H])[H])(C(=C(O2)[H])C(OC([H])([H])[H])=O)[H])(C(=C([H])[H])[H])[H])[H])[H]
157,157,157,000002360.pickle,000002360.csv,C(=C(C(C(=C(C(C(=C(C(C(C(C(C(C(C=1C(OC(C1OC([H])([H])[H])=C([H])[H])=O)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])[H])[H])([H])[H])[H])(C(C(OC2(C(C(C34C2(C3(C(C(C(C4(C([H])([H])[H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])[H]
158,158,158,000002361.pickle,000002361.csv,C=1(C(=C(C(=C(C1[H])[H])[H])C(C=2C(N(C(=C(C2C(=O)[H])[H])[H])O[H])([H])[H])([H])[H])[H])[H]
159,159,159,000002362.pickle,000002362.csv,C=1(C(OC(C2(C3(C(C(C(OC(C([H])([H])[H])=O)(C(C3(C(C(C2=C([H])[H])(O[H])[H])(O[H])[H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])=C(C=4OC(C(=C(C4C1[H])[H])[H])=O)[H])[H]
160,160,160,000002363.pickle,000002363.csv,C1(C(OC(C(O[H])(C1(O[H])[H])[H])(OC2(C(OC(C(C2(O[H])[H])(O[H])[H])(C(O[H])([H])[H])[H])(OC(C(C(C(C(C3(C(C(C4(C([H])([H])[H])C5(C(C(=C6C(C(C(C(C6(C5(C([H])([H])[H])C(C(C34C([H])([H])[H])([H])[H])=O)[H])([H])[H])([H])[H])(OC7(C(C(C(C(C(O[H])([H])[H])(O7)[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])([H])[H])([H])[H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])(O[H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])(C([H])([H])[H])[H])(O[H])[H]
161,161,161,000002365.pickle,000002365.csv,C1(=C(C(=C(C=2OC(OC21)([H])[H])[H])C3(C4(C(OC(C4(C(O3)([H])[H])[H])(C5=C(C6=C(C(=C5[H])[H])OC(O6)([H])[H])[H])[H])([H])[H])[H])[H])[H])OC([H])([H])[H]
162,162,162,000002366.pickle,000002366.csv,C1(C(C(C([H])([H])[H])(C([H])([H])[H])C2(C(C([H])([H])[H])(C(C(=C(C(C([H])([H])[H])(C([H])([H])[H])OC([H])([H])[H])[H])[H])([H])[H])C(C(C2=C1[H])([H])[H])(C(O[H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H]
163,163,163,000002367.pickle,000002367.csv,C1(OC([H])([H])[H])(C2(C(=C(C(C2(C(C(=O)O1)(C(O[H])([H])[H])[H])[H])([H])[H])[H])C(O[H])([H])[H])[H])[H]
164,164,164,000002368.pickle,000002368.csv,C=1(C(=C(C2=C(OC(C(C3=C(C=4C(C(C(OC4C(=C3OC(=O)C([H])([H])[H])[H])([H])[H])(C5=C(OC(=O)C([H])([H])[H])C(=C(C(=C5[H])[H])OC([H])([H])[H])[H])[H])([H])[H])[H])([H])[H])=C2C6=C(C(=C(C(=C6[H])[H])[H])[H])[H])C1[H])[H])OC(=O)C([H])([H])[H])OC([H])([H])[H]
165,165,165,000002369.pickle,000002369.csv,C1(O[H])(C(O[H])(C(C(C2=C(C(=C(C3=C2OC(=C(C3=O)[H])C4=C(C(=C(C(=C4[H])O[H])O[H])[H])[H])O[H])[H])O[H])(OC1(C(O[H])([H])[H])[H])[H])(OC(C5=C(C(=C(O[H])C(O[H])=C5[H])O[H])[H])=O)[H])[H])[H]
