,hnmr,graph,file,smiles
393,010021622.csv,010021622.pickle,010021622,C(OC=1C(=C2C(=C(C1OC([H])([H])[H])[H])C(C([H])([H])[H])(C3=C(C(OC([H])([H])[H])=C(OC([H])([H])[H])C(=C3C2(C([H])([H])[H])[H])[H])[H])[H])[H])([H])([H])[H]
398,010022335.csv,010022335.pickle,010022335,C1(=C(C(=C(C(=C1[H])[H])OC([H])([H])[H])[H])[H])C(=S)N([H])[H]
402,000019707.csv,000019707.pickle,000019707,C=1(C(=C(C(=C(C1[H])[H])I)[H])[H])C(C(C#N)(C#N)[H])(C#N)[H]
405,020097922.csv,020097922.pickle,020097922,C(C([N+](C(C([H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])C(C1=C(C(=C(C(=C1[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])([H])[H]
408,010022752.csv,010022752.pickle,010022752,C(C(C(C([H])([H])[H])(C(Cl)(C(OC(C([H])([H])[H])([H])[H])=O)C(=O)OC(C([H])([H])[H])([H])[H])[H])([H])[H])([H])([H])[H]
410,010022038.csv,010022038.pickle,010022038,C1(C(C1(C(=O)OC(C([H])([H])[H])([H])[H])C(OC(C([H])([H])[H])([H])[H])=O)([H])[H])(C(=C([H])[H])[H])[H]
413,020052485.csv,020052485.pickle,020052485,C=1(C(=C(C(=C(C1[H])C([H])([H])[H])[H])C#N)[H])[H]
416,010021844.csv,010021844.pickle,010021844,C1(=C(C(=C(C(=C1[H])[H])C(=O)N(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])[H])[H])[H])N(C(=O)C(SC(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])[H]
417,020097600.csv,020097600.pickle,020097600,C(OC=1C(=C(C(=C(C1N([H])[H])[H])[N+]([O-])=O)[H])[H])([H])([H])[H]
418,010022715.csv,010022715.pickle,010022715,C(C(=O)N(C(C1=C(C(=C(C(=C1[H])[H])[H])[H])[H])(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])(C(C(=O)O[H])(N(C(=O)OC(C4(C=5C(=C(C(=C(C5C6=C(C(=C(C(=C64)[H])[H])[H])[H])[H])[H])[H])[H])[H])([H])[H])[H])[H])([H])[H]
420,020097923.csv,020097923.pickle,020097923,C(C=1C(=C(C(=C(C1C([H])([H])[H])[H])C(C([H])([H])[H])=O)[H])[H])([H])([H])[H]
424,020171870.csv,020171870.pickle,020171870,O1C2(C(C(C1(C(=O)C(C(C(C(=C(C([H])([H])[H])C(C3(OC(C2=C3[H])=O)[H])([H])[H])[H])=O)([H])[H])(C([H])([H])[H])[H])O[H])(C(C([H])([H])[H])=C([H])[H])[H])([H])[H])[H]
426,020097568.csv,020097568.pickle,020097568,C1(=C(C(=C2C(=C1[H])C(=C(C3=C2C(=C(C(=N3)[H])[H])[H])[H])[H])[H])[H])[H]
427,020054731.csv,020054731.pickle,020054731,C1(=C(C(=C(C(=C1[H])[H])[H])[H])N(C([H])([H])[H])[H])C([H])([H])[H]
430,010027586.csv,010027586.pickle,010027586,C12(C(=C(C(C(C1(C([H])([H])[H])C([H])([H])[H])(C(C(=C(C(C(C(=C(C(C2([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])([H])[H])[H])C([H])([H])[H])[H]
431,020101468.csv,020101468.pickle,020101468,C1(C(C(C2(C3(C1(C([H])([H])[H])[H])C(C(C(C2(OC(=O)C4=C(C(=C(C(=C4[H])[H])[H])[H])[H])[H])([H])[H])(C(O3)(C([H])([H])[H])C([H])([H])[H])[H])(OC(C([H])([H])[H])=O)[H])C(OC(=O)C=5C(=C(C(=C(C5[H])[H])[H])[H])[H])([H])[H])(OC(C([H])([H])[H])=O)[H])([H])[H])([H])[H]
432,020096467.csv,020096467.pickle,020096467,C1(=C(C(=C(C(=C1C2=C(C(=C(C(=C2Cl)[H])Cl)Cl)[H])Cl)Cl)Cl)[H])[H]
436,020097231.csv,020097231.pickle,020097231,C(C(OP(O[H])OC(C([H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
440,010016016.csv,010016016.pickle,010016016,C1(=C(C(=C2C(=C1F)C(=C(C(=C2[H])[H])[H])[H])[H])[H])[H]
446,010022373.csv,010022373.pickle,010022373,C1(N(C(C2(N(C1([H])[H])OC(C2([H])[H])(C3=C(C(=NC(=C3[H])[H])[H])[H])[H])[H])=O)C(C(=O)OC([H])([H])[H])([H])[H])([H])[H]
450,020173726.csv,020173726.pickle,020173726,N1(C2(C(C(C1(C(C(C2([H])[H])(OC(=O)C(=C(C=3C(=C(C(=C(C3[H])OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])[H])[H])([H])[H])[H])(OC(=O)C=4C(=C(C(=C(C4[H])[H])[H])[H])[H])[H])([H])[H])[H])C([H])([H])[H]
454,010020692.csv,010020692.pickle,010020692,C(C(=O)C(Cl)([H])[H])(Cl)([H])[H]
458,020053308.csv,020053308.pickle,020053308,C=1(C(=C(C(=C(C1[H])[H])[H])N=[N+]=[N-])[H])[H]
459,020096510.csv,020096510.pickle,020096510,C1(=C(N=C(N=C1[H])Cl)[H])[H]
461,020096437.csv,020096437.pickle,020096437,C1(=C(C(=C(C(=C1OC=2C(=C(C(=C(C2[H])[H])N=[N+]=[N-])[H])[H])[H])[H])N=[N+]=[N-])[H])[H]
466,010021626.csv,010021626.pickle,010021626,C(C(=O)C1=C(C(=C(C(=C1[H])[H])C2=C(C(=C(C(=C2[H])[H])C3=NN=C(C4=C(C(=C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=C4[H])[H])[H])[H])O3)[H])[H])[H])[H])([H])([H])[H]
472,020111999.csv,020111999.pickle,020111999,ClC(=O)C1=C(Cl)C(=C(C([N+](=O)[O-])=C1[H])[H])[H]
473,000088492.csv,000088492.pickle,000088492,C=1(N(C(=C(C1[H])[H])[H])C(=C([H])[H])[H])C(C([H])([H])[H])([H])[H]
474,010016984.csv,010016984.pickle,010016984,P(OC(C([H])([H])[H])([H])[H])(OC(C([H])([H])[H])([H])[H])OC(C([H])([H])[H])([H])[H]
475,020111988.csv,020111988.pickle,020111988,O(C(C(N(C(=O)C(N([H])[H])([H])[H])[H])(C(O[H])=O)[H])(C([H])([H])[H])[H])[H]
478,010026026.csv,010026026.pickle,010026026,C1(=C(C(=C2C(=C1[H])N(C(=C2OC3(OC(C(C(=O)C3([H])O[H])([H])O[H])([H])C(O[H])([H])[H])[H])[H])[H])[H])[H])[H]
481,010021711.csv,010021711.pickle,010021711,C1(=C(C(=C(C(=C1[H])[H])C(=C(C2=C(C(=C(C(=C2[H])[H])C(=C(C3=C(C(=C(C(=C3[H])[H])C#N)[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
497,020112339.csv,020112339.pickle,020112339,N#CC(C(C(C(C(C#N)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
499,020040789.csv,020040789.pickle,020040789,C1(=C(C(=C(C(=C1C(=O)[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])O[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H]
501,020111952.csv,020111952.pickle,020111952,O=C(N(C([H])([H])[H])[H])C(C([H])([H])[H])([H])[H]
504,010021634.csv,010021634.pickle,010021634,C1(=C(Br)C(=C(C2=C1C=3C(N2[H])=C(C(=C(C3[H])[H])[H])[H])[H])[H])[H]
506,010016944.csv,010016944.pickle,010016944,C1(=C(C(=C(C(=C1C(N(C([H])([H])[H])C([H])([H])[H])([H])[H])[H])[H])[H])[H])[H]
507,010006114.csv,010006114.pickle,010006114,C1(=C(C(=C(C(=C1[H])[H])C#N)[H])[H])C(=O)[H]
513,020026353.csv,020026353.pickle,020026353,C(C(C(O[H])=O)(Br)[H])([H])([H])[H]
517,020096494.csv,020096494.pickle,020096494,C(C(C(C([H])([H])[H])([H])[H])(C([H])([H])[H])[H])(C(C(C(C([H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H]
519,010021646.csv,010021646.pickle,010021646,C(C(C([H])([H])[H])(C(C(C(O[H])(C=1OC(C([H])([H])[H])=C(C1[H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H]
526,020123561.csv,020123561.pickle,020123561,C1(=C(C(=C(C(=C1Cl)[H])[N+](=O)[O-])[H])Cl)[H]
529,020040352.csv,020040352.pickle,020040352,C1(=C(C(=C(C(=C1C(=C([H])[H])[H])Cl)[H])[H])[H])Cl
532,010022207.csv,010022207.pickle,010022207,C1(N(C(C(C1([H])[H])([H])[H])([H])[H])C(C(C(C(C(=O)O[H])([H])[H])([H])[H])(N(C(=O)C(C(C([H])([H])[H])(O[H])[H])(N(C(C(C(C(C(=O)O[H])([H])[H])([H])[H])(N(C(C2(C(C(C(N2C(=O)C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])(N(C(C(C(C=3C(=C(C(=C(C3[H])[H])[H])[H])[H])([H])[H])(N(C(=O)C([H])([H])[H])[H])[H])=O)[H])[H])([H])[H])([H])[H])([H])[H])[H])=O)[H])[H])=O)[H])[H])[H])[H])=O)(C(=O)N(C(C(=C([H])[H])[H])([H])[H])[H])[H]
537,020143921.csv,020143921.pickle,020143921,C=1(C(=C(C(=C(C1N(C(C([H])([H])[H])([H])[H])[H])C([H])([H])[H])[H])[H])O[H])[H]
539,010021893.csv,010021893.pickle,010021893,C1(=C(C(=C(C(=C1[H])[H])C(=C(C2=C(C(=C(C(=C2[H])[H])C(=C(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])C#N)[H])[H])C#N)[H])[H])[H])[H]
543,020096856.csv,020096856.pickle,020096856,C(C=1C(=C(C=2C(=C(C([H])([H])[H])C(C([H])([H])[H])=C(C2C1[H])[H])[H])[H])[H])([H])([H])[H]
545,020026957.csv,020026957.pickle,020026957,C=1(C(=C(C(=C(C1[H])[H])[Si](Cl)(Cl)Cl)[H])[H])[H]
546,010021872.csv,010021872.pickle,010021872,C1(C(C1(C#CC(=O)OC(C([H])([H])[H])([H])[H])[H])([H])[H])([H])[H]
550,020143550.csv,020143550.pickle,020143550,C1(=C(C(=C(C2=C1N(C(C(C2([H])[H])([H])[H])(C([H])([H])[H])[H])[H])[H])[H])[H])[H]
554,010022085.csv,010022085.pickle,010022085,C1(=C(C(=C(C2=C1OC(=C(C2=O)C3=C(SC(=C3[H])[H])[H])[H])[H])[H])O[H])C([H])([H])[H]
555,010022723.csv,010022723.pickle,010022723,C1(=C(C(=C(C(=C1C(N2C(C([H])([H])[H])=C(C([H])([H])[H])C=3C(=C(C(=C(C32)[H])[H])OC([H])([H])[H])[H])=O)[H])[H])[H])[H])[H]
557,010021695.csv,010021695.pickle,010021695,C=1(C(=C(C(=C(C1C(=O)N2C=3C(=C(C(=C(C3C=4C(C5(C(C(C24)([H])[H])(C(=O)N(C5=O)C6=C(C(=C(C(C7=C(C(=C(N8C(=O)C9(C(C8=O)(C(C%10=C(C9([H])[H])N(C(C%11=C(C(=C(C(=C%11[H])[H])[H])[H])[H])=O)C%12=C%10C(=C(C(=C%12[H])[H])[H])[H])([H])[H])[H])[H])C(=C7[H])[H])[H])[H])=O)C(=C6[H])[H])[H])[H])[H])[H])([H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H]
558,010022749.csv,010022749.pickle,010022749,C(C(C(OC1=C(C(=C(C(=C1OC(C(C([H])([H])[H])([H])[H])([H])[H])OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])C(=C(C=2C(=C(C(=C(C2[H])[H])C=3C(C(C3OC([H])([H])[H])=O)=O)[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])([H])[H]
563,010019231.csv,010019231.pickle,010019231,C1(C2(C(=C(C(=C(C(C1(C#N)C#N)(C2([H])[H])[H])[H])[H])[H])[H])[H])(C#N)C#N
564,020096899.csv,020096899.pickle,020096899,C1(=C(C(=C(C(=C1I)[H])[H])I)[H])[H]
566,010022128.csv,010022128.pickle,010022128,C1(OC(=C(C(C1(OC(=O)C([H])([H])[H])[H])(OC(=O)C([H])([H])[H])[H])[H])[H])(C(OC(=O)C([H])([H])[H])([H])[H])[H]
567,020096832.csv,020096832.pickle,020096832,C1(=C(C(=C(C(=C1[H])[H])C=2C(=C(C(=C(C2[H])[H])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])[H])[H])[H])[H]
569,020097171.csv,020097171.pickle,020097171,C(C(C(N(C(C(C(C(O[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(O[H])[H])=O)[H])([H])[H])([H])[H])(=O)[O-]
576,020096438.csv,020096438.pickle,020096438,C(C(C(C(C(C(C(C(C(C(C(C=1C2=C(C(=C(C(=C2C(=C3C(=C(C(=C(C31)[H])[H])[H])[H])[H])[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
577,010022769.csv,010022769.pickle,010022769,O=C1N(C(C(OC([H])([H])[H])([H])[H])([H])[H])C(C2=C1C=3C(OC2([H])[H])=C(C(=C(C3[H])[H])[H])[H])([H])[H]
584,010022122.csv,010022122.pickle,010022122,C1(C(C(C(OC1([H])[H])(Br)[H])(OC(=O)C([H])([H])[H])[H])(OC(=O)C([H])([H])[H])[H])(OC(=O)C([H])([H])[H])[H]
586,020143240.csv,020143240.pickle,020143240,C=1(C(=C(C(=C(C1[H])Cl)[H])N(C(C(O[H])([H])[H])([H])[H])C(C(O[H])([H])[H])([H])[H])[H])[H]
589,010016682.csv,010016682.pickle,010016682,C(SC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
590,020096431.csv,020096431.pickle,020096431,C(C(OC(C(C(C(C(OC(C([H])([H])[H])([H])[H])=O)(C(=O)OC(C([H])([H])[H])([H])[H])[H])(C(=O)OC(C([H])([H])[H])([H])[H])[H])([H])[H])=O)([H])[H])([H])([H])[H]
595,020044812.csv,020044812.pickle,020044812,C=1(C(=C(C(=C(C1O[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])O[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
600,020096532.csv,020096532.pickle,020096532,C1(=C(C(=C2C(=C1[H])C(N(C(C(Br)([H])[H])([H])[H])C2=O)=O)[H])[H])[H]
602,020112315.csv,020112315.pickle,020112315,O=NN(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])([H])[H]
603,010022045.csv,010022045.pickle,010022045,C=1(C(=NC(=C(C1[H])[H])C2=NC(=C(C(=C2[H])[H])[H])[H])OS(=O)(=O)C(F)(F)F)[H]
604,020097637.csv,020097637.pickle,020097637,O(C(=O)C(SC(C(=O)O[H])([H])[H])([H])[H])[H]
606,010016946.csv,010016946.pickle,010016946,C(C(N(C([H])([H])[H])C([H])([H])[H])([H])[H])(N(C([H])([H])[H])C([H])([H])[H])([H])[H]
607,010021863.csv,010021863.pickle,010021863,C1(=C(C(=C(C(=C1[H])[H])C(=C(C2=C(C(=C(C(=C2[H])Br)OC([H])([H])[H])[H])[H])[H])[H])[H])[H])OC([H])([H])[H]
608,020143565.csv,020143565.pickle,020143565,C=1(C(=C(C(=C(C1[H])[H])N(C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])N([H])[H])[H])[H])[H]
609,020111995.csv,020111995.pickle,020111995,[N+](C(C(C(C(C(C([N+]([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
611,010022760.csv,010022760.pickle,010022760,C(C(C(N1C(C2=C(C1=O)C=3C(OC2([H])[H])=C(C(=C(C3[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
612,020096887.csv,020096887.pickle,020096887,C1(=C(C(=C(C(=C1C(=O)OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])O[H])[H])[H]
615,020097242.csv,020097242.pickle,020097242,C(N(C(C(O[H])([H])[H])([H])[H])C([H])([H])[H])([H])([H])[H]
617,020096468.csv,020096468.pickle,020096468,C1(=C(C(=C(C(=C1Cl)[H])C2=C(C(=C(C(=C2Cl)Cl)[H])Cl)Cl)Cl)[H])[H]
622,010021966.csv,010021966.pickle,010021966,C1(=C(C(=C(C(=C1[H])[H])C(C(O[H])([H])[H])([Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])O[H]
623,020051728.csv,020051728.pickle,020051728,C=1(SC(=C(C1[H])[H])[H])Cl
629,020097929.csv,020097929.pickle,020097929,C1(=C(C=2C(=C(C(=C3C4=C(C(=C(C=5C(=C(C(=C(C(=C1[H])C23)C54)[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H]
630,010009334.csv,010009334.pickle,010009334,C1(C(OC(C1=C([H])[H])=O)=O)([H])[H]
631,020096907.csv,020096907.pickle,020096907,C(=C(C(OC(=O)C([H])([H])[H])([H])[H])[H])([H])[H]
632,020101842.csv,020101842.pickle,020101842,C1(C2(C(C3(C4(C15C(=C(C(C5([H])[H])([H])[H])C(C(O[H])([H])[H])([H])[H])C(C(C(C4(C(N3C(C2(C([H])([H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])=O)C([H])([H])[H])[H])([H])[H])[H])=O
636,020142612.csv,020142612.pickle,020142612,C1(=C(C(=C(C2=C1C(O[H])=C(C(=C2O[H])[H])[H])[H])[H])[H])[H]
642,010022741.csv,010022741.pickle,010022741,C(C(C(C([H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])C(C(OC(C([H])([H])[H])([H])[H])=O)(C#N)[H])([H])([H])[H]
645,010019956.csv,010019956.pickle,010019956,C=1(C(=C(C(=C(C1[H])[H])[H])[H])[H])C(=C(C(Cl)([H])[H])[H])[H]
646,020096422.csv,020096422.pickle,020096422,C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
649,020143175.csv,020143175.pickle,020143175,C(C(C([H])([H])[H])(C(C(=O)OC(=O)C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])[H])([H])([H])[H]
650,020000223.csv,020000223.pickle,020000223,C(OB(OC(C([H])([H])[H])([H])[H])OC(C([H])([H])[H])([H])[H])(C([H])([H])[H])([H])[H]
653,020097596.csv,020097596.pickle,020097596,C(C(=C([H])[H])C(=O)N([H])[H])([H])([H])[H]
657,020096900.csv,020096900.pickle,020096900,BrC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
661,010022011.csv,010022011.pickle,010022011,C1(=C(C(=C(C2=C1OC(=C(C2=O)C3=C(C(=C(C(=C3[H])[H])F)[H])[H])[H])[H])[H])O[H])C([H])([H])[H]
664,010026155.csv,010026155.pickle,010026155,C1(=C(C(=C(C(=C1[H])C(C(C(C(=C(C(=C(C2=C(C(=C(C(=C2[H])[H])O[H])[H])[H])[H])[H])[H])[H])=O)([H])[H])([H])[H])[H])[H])O[H])O[H]
665,020111978.csv,020111978.pickle,020111978,N1(C(C([H])([H])[H])=C(C(=C1C([H])([H])[H])[H])[H])[H]
666,020174862.csv,020174862.pickle,020174862,O1C(C(C(C(C1([H])[H])(O[H])[H])(O[H])[H])(O[H])[H])(OC2(C(C(OC(C2(O[H])[H])(C(O[H])=O)[H])(OC3(C(C4(C(C(C3([H])[H])([H])[H])(C5(C(C(C4([H])[H])([H])[H])(C6(C(=C(C5([H])[H])[H])C7(C(C(C6([H])[H])(O[H])[H])(C(C(C(C7([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])C(=O)O[H])[H])C([H])([H])[H])C([H])([H])[H])[H])C([H])([H])[H])[H])(C([H])([H])[H])C(=O)[H])[H])[H])(OC8(C(C(C(C(O8)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H])[H])[H]
670,000020988.csv,000020988.pickle,000020988,C=1(C(=C(C(=C(C1C([H])([H])[H])[H])C([H])([H])[H])[H])C([H])([H])[H])C#N
671,020112705.csv,020112705.pickle,020112705,N(C=1C(N([H])[H])=C(C=2C(C1[H])=C(C(=C(C2[H])[H])[H])[H])[H])([H])[H]
673,020168806.csv,020168806.pickle,020168806,N=1C(N2C(C(=C(C(=C2[H])[H])[H])[H])=C(C1C(=O)OC(C([H])([H])[H])([H])[H])[H])=O
675,020173550.csv,020173550.pickle,020173550,O1C(C(C(C(C1([H])[H])(O[H])[H])(O[H])[H])(O[H])[H])(OC2(C(OC(C(C2(O[H])[H])(O[H])[H])(C(O[H])([H])[H])[H])(OC3(C(C4(C(C(C3(O[H])[H])([H])[H])(C5(C(C(C4([H])[H])([H])[H])(C6(C(=C(C5([H])[H])[H])C7(C(C(C6([H])[H])([H])[H])(C(C(C(C7([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])C(=O)O[H])[H])C([H])([H])[H])C([H])([H])[H])[H])C([H])([H])[H])[H])(C([H])([H])[H])C(O[H])([H])[H])[H])[H])[H])[H]
677,010027908.csv,010027908.pickle,010027908,C1(=C2OC(OC2=C(C(=C1[H])C(C(C(C(C3=C(C(=C4OC(OC4=C3[H])([H])[H])[H])[H])([H])[H])(C(OC([H])([H])[H])([H])[H])[H])(C(OC([H])([H])[H])([H])[H])[H])([H])[H])[H])([H])[H])[H]
678,020099226.csv,020099226.pickle,020099226,C1(OC2(C(=C1[H])[H])OC(C(C2([H])[H])([H])[H])(OC([H])([H])[H])[H])=C(C#CC#CC([H])([H])[H])[H]
682,010022378.csv,010022378.pickle,010022378,C1(=C(C(=C(C(=C1[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])C(C#N)(N(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H]
683,020044835.csv,020044835.pickle,020044835,C=1(C(=C(C(=C(C1[H])[H])[H])[N+](=O)[O-])[N+](=O)[O-])[H]
689,010021985.csv,010021985.pickle,010021985,C1(=C(C(=C(C(=C1[H])[H])C(=C(C2=C(C(=C(C(=C2[H])[H])OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])[H])[H])[H]
691,010021991.csv,010021991.pickle,010021991,C=1(C(=C(N=C(N1)O[H])[H])N(C(=O)C2=C(C(=C(C(=C2[H])[H])N([H])[H])[H])[H])[H])O[H]
692,010021836.csv,010021836.pickle,010021836,C1(=C(C(=C(C(=C1Br)[H])OC(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])Br)[H])OC(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H]
699,020143235.csv,020143235.pickle,020143235,C=1(C(=C(C(=C(C1OC(C(O[H])([H])[H])([H])[H])[H])[H])OC(C(O[H])([H])[H])([H])[H])[H])[H]
702,020143232.csv,020143232.pickle,020143232,C1(=NC(=C(C(=C1[H])[H])[H])[H])C(C(C([H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H]
703,000019874.csv,000019874.pickle,000019874,C1(S(C(C(=C1[H])[H])([H])[H])(=O)=O)([H])[H]
704,010021795.csv,010021795.pickle,010021795,C1(=C(C(=C(C(=C1O[H])[H])C(=C(C2=C(N=C(S2)N(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])[H])[H])O[H])[H]
705,000009667.csv,000009667.pickle,000009667,C1(C(C(=C(C(C(C(=C1[H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H]
711,010022780.csv,010022780.pickle,010022780,C(OC1=C(C2=C(C(=C1OC([H])([H])[H])[H])C=3C(C(C(C(C3C=4C(C(C42)=O)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])([H])[H]
712,010022338.csv,010022338.pickle,010022338,C=1(C(=C(C(=C(C1[H])C([H])([H])[H])C(=C(C2=C(C(=C(C(=C2[H])[H])OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])C([H])([H])[H])[H])C([H])([H])[H]
716,010021625.csv,010021625.pickle,010021625,C(C(C([H])([H])[H])(C([H])([H])[H])C1=C(C(=C(C(=C1[H])[H])C2=NN=C(C3=C(C(=C(C4=C(C(=C(C(=C4[H])[H])[H])[H])[H])C(=C3[H])[H])[H])[H])O2)[H])[H])([H])([H])[H]
717,000020992.csv,000020992.pickle,000020992,C=1(C(=C(C(=C(C1[H])Cl)[H])Cl)[H])C#N
721,010016615.csv,010016615.pickle,010016615,BrC(C(C(C(Br)([H])[H])([H])[H])([H])[H])([H])[H]
723,020112702.csv,020112702.pickle,020112702,O(C(OC(C([H])([H])[H])([H])[H])(C(C(OC(C([H])([H])[H])([H])[H])(OC(C([H])([H])[H])([H])[H])[H])([H])[H])[H])C(C([H])([H])[H])([H])[H]
724,020095484.csv,020095484.pickle,020095484,C1(C2(C(C(C(C(C3(C(C4(C1(C(C(O4)=O)(C([H])([H])[H])[H])O[H])[H])(O3)[H])C([H])([H])[H])([H])[H])([H])[H])(OC(=O)C([H])([H])[H])[H])(C(C(C(C25C(O5)([H])[H])([H])[H])([H])[H])(OC(=O)C([H])([H])[H])[H])C([H])([H])[H])[H])(OC(=O)C([H])([H])[H])[H]
730,020112358.csv,020112358.pickle,020112358,[O-]C(=O)C1(C(C([N+]([H])([H])[H])(C(C(C1([H])[H])([H])[H])([H])[H])[H])([H])[H])[H]
732,010021828.csv,010021828.pickle,010021828,C1(=C(C(=C(C(=C1OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])C(=C(C2=C(C(=C(C(=C2[H])[H])C(=C(C3=C(C(=C(C(=C3[H])[H])C(=O)OC([H])([H])[H])[H])[H])[H])[H])[H])[H])[H])[H])OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
736,010022777.csv,010022777.pickle,010022777,C(C1(C(C(OC(C(C#N)=C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])[H])=O)(C(C(C([H])([H])[H])(C([H])([H])[H])[H])(C(C1([H])[H])([H])[H])[H])[H])([H])[H])[H])([H])([H])[H]
737,020096928.csv,020096928.pickle,020096928,C1(=C(C(=C(C(=C1C(C(Br)([H])[H])=O)[H])[H])Br)[H])[H]
738,020097650.csv,020097650.pickle,020097650,C(C(C(=O)[O-])(O[H])[H])(C(O[H])=O)(O[H])[H]
740,020097191.csv,020097191.pickle,020097191,C(C1=C(C(=C(C(=C1C(=O)Cl)[H])[H])[H])[H])([H])([H])[H]
747,020026283.csv,020026283.pickle,020026283,C(Br)(C(C([H])([H])[H])(C(Cl)([H])[H])[H])([H])[H]
754,010022012.csv,010022012.pickle,010022012,C1(=C(C(=C(C(=C1[H])OC([H])([H])[H])C2(C(C(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])OC([H])([H])[H])[H])[H]
755,010021671.csv,010021671.pickle,010021671,C1(=C(C(=C(C(=C1[H])[H])C(C(C2=C(C(=C(C(=C2[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])([H])[H])([H])[H])[H])OC([H])([H])[H])OC([H])([H])[H]
756,010021652.csv,010021652.pickle,010021652,C([H])#CC(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])([H])[H]
